1777323374.30,-54
1777323374.35,-54
1777323374.41,-49
1777323374.46,-51
1777323374.52,-53
1777323374.58,-52
1777323374.63,-54
1777323374.69,-54
1777323374.74,-52
1777323374.97,-51
1777323375.14,-54
1777323375.19,-49
1777323375.24,-53
1777323375.31,-48
1777323375.35,-59
1777323375.41,-50
1777323375.47,-51
1777323375.52,-50
1777323375.63,-55
1777323375.68,-54
1777323375.74,-57
1777323375.79,-56
1777323375.85,-55
1777323375.91,-55
1777323375.97,-55
1777323376.2,-58
1777323376.8,-56
1777323376.14,-55
1777323376.30,-54
1777323376.41,-55
1777323376.46,-53
1777323376.57,-54
1777323376.62,-54
1777323376.68,-54
1777323376.73,-55
1777323376.79,-52
1777323376.85,-52
1777323376.90,-52
1777323376.96,-52
1777323377.1,-52
1777323377.12,-53
1777323377.18,-52
1777323377.29,-53
1777323377.34,-55
1777323377.39,-53
1777323377.45,-53
1777323377.56,-53
1777323377.72,-53
1777323377.78,-52
1777323377.83,-50
1777323377.89,-51
1777323377.95,-53
1777323378.1,-54
1777323378.12,-53
1777323378.17,-53
1777323378.23,-50
1777323378.34,-53
1777323378.39,-54
1777323378.55,-50
1777323378.60,-53
1777323378.65,-53
1777323378.71,-53
1777323378.76,-53
1777323378.82,-52
1777323378.87,-54
1777323378.93,-54
1777323378.99,-54
1777323379.15,-52
1777323379.21,-53
1777323379.26,-55
1777323379.32,-54
1777323379.43,-54
1777323379.49,-54
1777323379.54,-54
1777323379.60,-55
1777323379.65,-55
1777323379.76,-55
1777323379.87,-54
1777323379.93,-54
1777323379.99,-54
1777323380.9,-55
1777323380.15,-54
1777323380.20,-53
1777323380.26,-55
1777323380.31,-54
1777323380.36,-54
1777323380.41,-52
1777323380.47,-55
1777323380.58,-55
1777323380.63,-54
1777323380.63,-54
1777323380.68,-54
1777323380.80,-53
1777323380.80,-53
1777323380.85,-52
1777323380.91,-54
1777323380.96,-54
1777323381.7,-55
1777323381.24,-54
1777323381.34,-54
1777323381.40,-52
1777323381.46,-53
1777323381.51,-53
1777323381.57,-52
1777323381.68,-54
1777323381.74,-54
1777323381.79,-51
1777323381.84,-54
1777323381.89,-55
1777323382.5,-52
1777323382.10,-53
1777323382.16,-53
1777323382.21,-49
1777323382.32,-52
1777323382.38,-53
1777323382.44,-54
1777323382.49,-54
1777323382.55,-54
1777323382.60,-52
1777323382.66,-54
1777323382.77,-54
1777323382.88,-53
1777323382.99,-53
1777323383.10,-57
1777323383.20,-54
1777323383.26,-58
1777323383.31,-56
1777323383.36,-54
1777323383.41,-54
1777323383.52,-58
1777323383.63,-54
1777323383.69,-54
1777323383.74,-54
1777323383.91,-54
1777323383.91,-58
1777323384.2,-48
1777323384.8,-54
1777323384.13,-49
1777323384.18,-49
1777323384.23,-47
1777323384.29,-46
1777323384.34,-47
1777323384.40,-56
1777323384.50,-50
1777323384.56,-57
1777323384.60,-49
1777323384.66,-51
1777323384.83,-57
1777323384.89,-46
1777323384.99,-52
1777323385.4,-45
1777323385.10,-49
1777323385.15,-65
1777323385.26,-55
1777323385.32,-51
1777323385.37,-60
1777323385.42,-56
1777323385.48,-55
1777323385.53,-58
1777323385.64,-66
