dist,rssi
150,-56
150,-78
150,-57
150,-59
150,-57
150,-57
150,-57
150,-83
150,-58
150,-57
150,-68
150,-59
150,-66
150,-56
150,-71
150,-57
150,-69
150,-59
150,-66
150,-55
150,-57
150,-63
150,-71
150,-55
150,-57
150,-80
150,-57
150,-59
150,-56
150,-57
150,-56
150,-59
150,-58
150,-58
150,-58
150,-72
150,-56
150,-55
150,-55
150,-55
150,-58
150,-58
150,-60
150,-63
150,-59
150,-57
150,-57
150,-73
150,-58
150,-77
150,-57
150,-58
150,-74
150,-56
150,-58
150,-77
150,-56
150,-68
150,-58
150,-65
150,-57
150,-57
150,-57
150,-56
150,-59
150,-66
150,-58
150,-56
150,-58
150,-56
150,-77
150,-55
150,-70
150,-60
150,-68
150,-57
150,-57
150,-64
150,-65
150,-58
150,-68
150,-54
150,-67
150,-65
150,-66
150,-63
150,-55
150,-59
150,-54
150,-67
150,-58
150,-66
150,-54
150,-55
150,-64
150,-63
150,-56
150,-57
150,-55
150,-65
150,-56
150,-57
150,-67
150,-56
150,-56
150,-66
150,-55
150,-66
150,-58
150,-55
150,-58
150,-67
150,-58
150,-55
150,-66
150,-55
150,-58
150,-67
150,-55
150,-58
150,-66
150,-55
150,-59
150,-67
150,-59
150,-67
150,-60
150,-55
150,-59
150,-56
150,-59
150,-66
150,-56
150,-66
150,-59
150,-59
150,-64
150,-59
150,-56
150,-64
150,-56
150,-56
150,-59
150,-55
150,-63
150,-63
150,-60
150,-57
150,-60
150,-64
150,-59
150,-64
150,-59
150,-57
150,-59
150,-56
150,-64
150,-56
150,-64
150,-59
150,-63
150,-56
150,-56
150,-63
150,-56
150,-56
150,-64
150,-60
150,-55
150,-61
150,-64
150,-61
150,-64
150,-56
150,-56
150,-66
150,-66
150,-61
150,-66
150,-66
150,-60
150,-64
150,-56
150,-56
150,-63
150,-65
150,-66
150,-60
150,-55
150,-60
150,-56
150,-66
150,-55
150,-55
150,-66
150,-55
150,-66
150,-62
150,-55
150,-62
150,-56
150,-62
150,-65
150,-62
150,-55
150,-61
150,-56
150,-61
150,-64
150,-61
150,-66
150,-61
150,-55
150,-62
150,-68
150,-54
150,-70
150,-54
150,-68
150,-60
150,-66
150,-54
150,-66
150,-55
150,-66
150,-55
150,-66
150,-59
150,-56
150,-59
150,-55
150,-55
150,-59
150,-55
150,-59
150,-65
150,-55
150,-59
150,-66
150,-59
150,-67
150,-60
150,-55
150,-60
150,-55
150,-65
150,-55
150,-68
150,-61
150,-64
150,-59
150,-60
150,-55
150,-60
150,-60
150,-55
150,-59
150,-66
150,-55
150,-55
150,-59
150,-55
150,-55
150,-59
150,-56
150,-59
150,-54
150,-60
150,-55
150,-64
150,-60
150,-55
150,-61
150,-64
150,-56
150,-63
150,-55
150,-63
150,-59
150,-64
150,-60
150,-54
150,-60
150,-56
150,-67
150,-55
150,-55
150,-67
150,-61
150,-67
150,-60
150,-68
150,-59
150,-65
150,-55
150,-64
150,-65
150,-56
150,-66
150,-64
150,-61
150,-56
150,-65
150,-55
150,-61
150,-64
150,-55
150,-61
150,-60
150,-56
150,-60
150,-55
150,-55
150,-61
150,-67
150,-63
150,-54
150,-63
150,-55
150,-55
150,-60
150,-64
150,-56
150,-67
150,-55
150,-63
150,-63
150,-60
150,-59
150,-59
150,-64
150,-55
150,-63
150,-56
150,-65
150,-55
150,-63
150,-55
150,-58
150,-65
150,-55
150,-59
150,-64
150,-65
150,-56
150,-65
150,-56
150,-60
150,-54
150,-60
150,-55
150,-58
150,-65
150,-59
150,-56
150,-56
150,-56
150,-59
