x,y,b1,b2,b3
2,1,-72,-60,-62
2,1,-72,-60,-45
2,1,-72,-73,-45
2,1,-72,-61,-45
2,1,-72,-61,-45
2,1,-74,-61,-45
2,1,-74,-59,-45
2,1,-74,-59,-53
2,1,-77,-59,-53
2,1,-77,-59,-59
2,1,-71,-59,-59
2,1,-71,-59,-47
2,1,-67,-59,-47
2,1,-67,-59,-46
2,1,-71,-59,-46
2,1,-71,-59,-47
2,1,-67,-59,-47
2,1,-67,-47,-47
2,1,-67,-47,-68
2,1,-67,-71,-68
2,1,-67,-71,-61
2,1,-67,-71,-60
2,1,-76,-71,-60
2,1,-76,-47,-60
2,1,-76,-47,-68
2,1,-76,-61,-68
2,1,-76,-47,-68
2,1,-67,-47,-68
2,1,-67,-61,-68
2,1,-72,-61,-68
2,1,-76,-61,-68
2,1,-76,-61,-59
2,1,-76,-61,-61
2,1,-76,-55,-61
2,1,-75,-55,-61
2,1,-67,-55,-61
2,1,-67,-55,-70
2,1,-67,-60,-70
2,1,-67,-60,-61
2,1,-67,-47,-61
2,1,-67,-47,-70
2,1,-67,-60,-70
2,1,-76,-60,-70
2,1,-76,-60,-46
2,1,-76,-47,-46
2,1,-73,-47,-46
2,1,-73,-47,-61
2,1,-74,-47,-61
2,1,-74,-47,-48
2,1,-74,-60,-48
2,1,-62,-60,-48
2,1,-62,-60,-72
2,1,-62,-70,-72
2,1,-63,-70,-72
2,1,-63,-70,-48
2,1,-63,-60,-48
2,1,-63,-60,-60
2,1,-63,-60,-70
2,1,-63,-51,-70
2,1,-74,-51,-70
2,1,-74,-69,-70
2,1,-75,-69,-70
2,1,-75,-69,-56
2,1,-58,-69,-56
2,1,-58,-69,-63
2,1,-58,-55,-63
2,1,-75,-55,-63
2,1,-75,-55,-47
2,1,-75,-46,-47
2,1,-59,-46,-47
2,1,-59,-46,-69
2,1,-75,-46,-69
2,1,-75,-46,-64
2,1,-75,-72,-64
2,1,-75,-72,-57
2,1,-75,-72,-48
2,1,-75,-47,-48
2,1,-75,-47,-66
2,1,-75,-75,-66
2,1,-75,-75,-46
2,1,-75,-61,-46
2,1,-61,-61,-46
2,1,-61,-61,-51
2,1,-61,-58,-51
2,1,-61,-58,-61
2,1,-74,-58,-61
2,1,-74,-57,-61
2,1,-68,-57,-61
2,1,-68,-57,-53
2,1,-68,-46,-53
2,1,-59,-46,-53
2,1,-59,-46,-68
2,1,-59,-60,-68
2,1,-57,-60,-68
2,1,-57,-60,-62
2,1,-57,-60,-62
2,1,-77,-60,-62
2,1,-77,-60,-48
2,1,-77,-46,-48
2,1,-59,-46,-48
2,1,-59,-46,-63
2,1,-57,-46,-63
2,1,-57,-47,-63
2,1,-57,-47,-62
2,1,-74,-47,-62
2,1,-74,-73,-62
2,1,-74,-73,-67
2,1,-66,-73,-67
2,1,-66,-73,-60
2,1,-62,-73,-60
2,1,-62,-73,-63
2,1,-62,-61,-63
2,1,-66,-61,-63
2,1,-66,-61,-62
2,1,-59,-61,-62
2,1,-59,-61,-54
2,1,-58,-61,-54
2,1,-58,-54,-54
2,1,-67,-54,-54
2,1,-67,-46,-54
2,1,-67,-46,-67
2,1,-67,-53,-67
2,1,-66,-53,-67
2,1,-66,-59,-67
2,1,-66,-59,-47
2,1,-66,-59,-63
2,1,-76,-59,-63
2,1,-76,-59,-63
2,1,-76,-59,-47
2,1,-69,-59,-47
2,1,-69,-59,-63
2,1,-69,-50,-63
2,1,-69,-50,-48
2,1,-69,-65,-48
2,1,-69,-65,-47
2,1,-69,-56,-47
2,1,-57,-56,-47
2,1,-57,-56,-63
2,1,-57,-60,-63
2,1,-57,-60,-66
2,1,-71,-60,-66
2,1,-71,-50,-66
2,1,-61,-50,-66
2,1,-61,-50,-67
2,1,-61,-50,-67
2,1,-70,-50,-67
2,1,-70,-50,-60
2,1,-61,-50,-60
2,1,-61,-57,-60
2,1,-61,-57,-68
2,1,-71,-57,-68
2,1,-71,-64,-68
2,1,-71,-64,-59
2,1,-78,-64,-59
2,1,-78,-71,-59
2,1,-61,-71,-59
2,1,-61,-57,-59
2,1,-61,-57,-61
2,1,-69,-57,-61
2,1,-69,-60,-61
2,1,-69,-60,-62
2,1,-75,-60,-62
2,1,-75,-49,-62
2,1,-72,-49,-62
2,1,-72,-47,-62
2,1,-72,-47,-51
2,1,-76,-47,-51
2,1,-76,-62,-51
2,1,-76,-62,-62
2,1,-72,-62,-62
2,1,-72,-55,-62
2,1,-72,-55,-57
2,1,-67,-55,-57
2,1,-67,-62,-57
2,1,-67,-62,-62
2,1,-73,-62,-62
2,1,-73,-70,-62
2,1,-73,-70,-47
2,1,-73,-46,-47
2,1,-73,-46,-49
2,1,-73,-46,-49
2,1,-73,-69,-49
2,1,-73,-69,-72
2,1,-66,-69,-72
2,1,-66,-46,-72
2,1,-66,-46,-47
2,1,-66,-46,-47
2,1,-66,-54,-47
2,1,-66,-54,-59
2,1,-74,-54,-59
2,1,-74,-49,-59
2,1,-74,-49,-63
2,1,-63,-49,-63
2,1,-63,-49,-48
2,1,-59,-49,-48
2,1,-59,-49,-47
2,1,-59,-49,-57
2,1,-75,-49,-57
2,1,-75,-59,-57
2,1,-73,-59,-57
2,1,-73,-59,-56
2,1,-75,-59,-56
2,1,-75,-59,-64
2,1,-58,-59,-64
2,1,-58,-71,-64
2,1,-58,-71,-61
2,1,-75,-71,-61
2,1,-75,-49,-61
2,1,-75,-49,-48
2,1,-63,-49,-48
2,1,-63,-46,-48
2,1,-76,-46,-48
2,1,-76,-69,-48
2,1,-64,-69,-48
2,1,-64,-46,-48
2,1,-64,-46,-67
2,1,-72,-46,-67
2,1,-72,-49,-67
2,1,-75,-49,-67
2,1,-75,-49,-47
2,1,-75,-56,-47
2,1,-75,-56,-67
2,1,-75,-56,-46
2,1,-59,-56,-46
2,1,-59,-62,-46
2,1,-63,-62,-46
2,1,-73,-62,-46
2,1,-73,-50,-46
2,1,-68,-50,-46
2,1,-68,-71,-46
2,1,-77,-71,-46
2,1,-77,-54,-46
2,1,-77,-54,-55
2,1,-77,-56,-55
2,1,-77,-56,-64
2,1,-77,-46,-64
2,1,-64,-46,-64
2,1,-64,-55,-64
2,1,-64,-62,-64
2,1,-63,-62,-64
2,1,-66,-62,-64
2,1,-66,-55,-64
2,1,-74,-55,-64
2,1,-74,-49,-64
2,1,-74,-49,-48
2,1,-67,-49,-48
2,1,-67,-49,-56
2,1,-59,-49,-56
2,1,-59,-49,-56
2,1,-59,-49,-61
2,1,-59,-49,-55
2,1,-59,-49,-60
2,1,-75,-49,-60
2,1,-75,-54,-60
2,1,-75,-54,-52
2,1,-65,-54,-52
2,1,-65,-47,-52
2,1,-65,-47,-46
2,1,-65,-65,-46
2,1,-78,-65,-46
2,1,-78,-48,-46
2,1,-78,-48,-46
2,1,-75,-48,-46
2,1,-75,-58,-46
2,1,-75,-58,-63
2,1,-75,-49,-63
2,1,-76,-49,-63
2,1,-76,-75,-63
2,1,-76,-75,-62
2,1,-76,-75,-46
2,1,-76,-62,-46
2,1,-76,-62,-63
2,1,-76,-50,-63
2,1,-61,-50,-63
2,1,-61,-50,-47
2,1,-61,-66,-47
2,1,-60,-66,-47
2,1,-60,-66,-47
2,1,-60,-48,-47
2,1,-60,-48,-64
2,1,-82,-48,-64
2,1,-82,-48,-46
2,1,-82,-60,-46
2,1,-56,-60,-46
2,1,-56,-60,-46
2,1,-56,-60,-47
2,1,-56,-52,-47
2,1,-56,-52,-65
2,1,-56,-71,-65
2,1,-61,-71,-65
2,1,-61,-71,-46
2,1,-79,-71,-46
2,1,-79,-66,-46
2,1,-62,-66,-46
2,1,-62,-66,-47
2,1,-62,-66,-52
2,1,-62,-64,-52
2,1,-62,-64,-47
2,1,-62,-46,-47
2,1,-62,-46,-49
2,1,-62,-55,-49
2,1,-69,-55,-49
2,1,-69,-55,-65
2,1,-69,-70,-65
2,1,-69,-70,-65
2,1,-76,-70,-65
2,1,-76,-65,-65
2,1,-76,-60,-65
2,1,-76,-60,-59
2,1,-57,-60,-59
2,1,-57,-60,-50
2,1,-67,-60,-50
2,1,-67,-60,-53
2,1,-67,-50,-53
2,1,-67,-50,-63
2,1,-67,-60,-63
2,1,-67,-60,-66
2,1,-67,-69,-66
2,1,-67,-69,-47
2,1,-63,-69,-47
2,1,-63,-50,-47
2,1,-63,-50,-67
2,1,-72,-50,-67
2,1,-72,-56,-67
2,1,-72,-56,-65
2,1,-67,-56,-65
2,1,-67,-56,-67
2,1,-72,-56,-67
2,1,-72,-70,-67
2,1,-72,-70,-64
2,1,-77,-70,-64
2,1,-77,-47,-64
2,1,-77,-47,-66
2,1,-57,-47,-66
2,1,-57,-55,-66
2,1,-57,-55,-64
2,1,-76,-55,-64
2,1,-76,-60,-64
2,1,-76,-60,-50
2,1,-76,-69,-50
2,1,-76,-69,-54
2,1,-68,-69,-54
2,1,-68,-51,-54
2,1,-68,-51,-51
2,1,-75,-51,-51
2,1,-75,-69,-51
2,1,-75,-69,-65
2,1,-75,-59,-65
2,1,-75,-59,-65
2,1,-74,-59,-65
2,1,-74,-69,-65
2,1,-74,-69,-65
2,1,-74,-46,-65
2,1,-74,-63,-65
2,1,-72,-63,-65
2,1,-58,-63,-65
2,1,-58,-50,-65
2,1,-58,-50,-65
2,1,-77,-50,-65
2,1,-77,-59,-65
2,1,-72,-59,-65
2,1,-72,-69,-65
2,1,-76,-69,-65
2,1,-76,-69,-60
2,1,-77,-69,-60
2,1,-77,-69,-65
2,1,-75,-69,-65
2,1,-75,-59,-65
2,1,-56,-59,-65
2,1,-56,-59,-46
2,1,-76,-59,-46
2,1,-76,-52,-46
2,1,-76,-52,-48
2,1,-58,-52,-48
2,1,-58,-52,-42
2,1,-58,-49,-42
2,1,-58,-49,-64
2,1,-59,-49,-64
2,1,-59,-49,-58
2,1,-62,-49,-58
2,1,-62,-59,-58
2,1,-62,-59,-66
2,1,-62,-57,-66
2,1,-64,-57,-66
2,1,-64,-57,-62
2,1,-69,-57,-62
2,1,-69,-76,-62
2,1,-69,-76,-42
2,1,-69,-50,-42
2,1,-69,-50,-62
2,1,-66,-50,-62
2,1,-66,-68,-62
2,1,-66,-68,-48
2,1,-66,-53,-48
2,1,-66,-53,-63
2,1,-66,-53,-68
2,1,-66,-59,-68
2,1,-51,-59,-68
2,1,-51,-59,-43
2,1,-51,-47,-43
2,1,-61,-47,-43
2,1,-61,-47,-67
2,1,-61,-43,-67
2,1,-61,-43,-69
2,1,-61,-44,-69
2,1,-68,-44,-69
2,1,-68,-44,-64
2,1,-68,-47,-64
2,1,-76,-47,-64
2,1,-76,-47,-50
2,1,-76,-43,-50
2,1,-76,-43,-64
2,1,-76,-59,-64
2,1,-61,-59,-64
2,1,-61,-56,-64
2,1,-61,-56,-50
2,1,-61,-60,-50
2,1,-61,-60,-47
2,1,-61,-42,-47
2,1,-55,-42,-47
2,1,-55,-42,-41
2,1,-55,-42,-62
2,1,-55,-55,-62
2,1,-51,-55,-62
2,1,-51,-55,-52
2,1,-51,-58,-52
2,1,-51,-58,-61
2,1,-51,-60,-61
2,1,-65,-60,-61
2,1,-65,-43,-61
2,1,-65,-43,-61
2,1,-65,-43,-58
2,1,-65,-54,-58
2,1,-53,-54,-58
2,1,-53,-57,-58
2,1,-53,-42,-58
2,1,-55,-42,-58
2,1,-55,-42,-42
2,1,-55,-38,-42
2,1,-55,-38,-41
2,1,-71,-38,-41
2,1,-71,-38,-58
2,1,-71,-39,-58
2,1,-62,-39,-58
2,1,-62,-39,-53
2,1,-62,-59,-53
2,1,-57,-59,-53
2,1,-57,-59,-44
2,1,-57,-52,-44
2,1,-73,-52,-44
2,1,-73,-52,-46
2,1,-73,-45,-46
2,1,-70,-45,-46
2,1,-70,-57,-46
2,1,-69,-57,-46
2,1,-69,-57,-44
2,1,-57,-57,-44
2,1,-57,-57,-56
2,1,-57,-48,-56
2,1,-57,-48,-40
2,1,-57,-61,-40
2,1,-75,-61,-40
2,1,-75,-49,-40
2,1,-71,-49,-40
2,1,-71,-49,-39
2,1,-71,-53,-39
2,1,-76,-53,-39
2,1,-76,-53,-54
2,1,-63,-53,-54
2,1,-63,-53,-54
2,1,-63,-65,-54
2,1,-77,-65,-54
2,1,-77,-39,-54
2,1,-63,-39,-54
2,1,-63,-56,-54
2,1,-60,-56,-54
2,1,-60,-56,-41
2,1,-77,-56,-41
2,1,-59,-56,-41
2,1,-59,-56,-56
2,1,-70,-56,-56
2,1,-70,-49,-56
2,1,-59,-49,-56
2,1,-59,-70,-56
2,1,-59,-70,-55
2,1,-59,-63,-55
2,1,-59,-63,-55
2,1,-72,-63,-55
2,1,-72,-63,-38
2,1,-72,-64,-38
2,1,-84,-64,-38
2,1,-84,-64,-41
2,1,-70,-64,-41
2,1,-70,-64,-55
2,1,-70,-50,-55
2,1,-70,-50,-55
2,1,-70,-40,-55
2,1,-70,-40,-53
2,1,-70,-55,-53
2,1,-70,-55,-55
2,1,-70,-50,-55
2,1,-70,-63,-55
2,1,-70,-63,-55
2,1,-70,-50,-55
2,1,-70,-50,-55
2,1,-70,-50,-56
2,1,-74,-50,-56
2,1,-74,-50,-41
2,1,-74,-54,-41
2,1,-70,-54,-41
2,1,-70,-54,-41
2,1,-71,-54,-41
2,1,-71,-54,-55
2,1,-71,-50,-55
2,1,-79,-50,-55
2,1,-79,-51,-55
2,1,-57,-51,-55
2,1,-57,-68,-55
2,1,-74,-68,-55
2,1,-74,-68,-42
2,1,-74,-40,-42
2,1,-74,-40,-38
2,1,-74,-53,-38
2,1,-74,-53,-38
2,1,-74,-40,-38
2,1,-74,-40,-43
2,1,-56,-40,-43
2,1,-56,-40,-57
2,1,-61,-40,-57
2,1,-61,-40,-57
2,1,-61,-40,-43
2,1,-61,-50,-43
2,1,-61,-50,-57
2,1,-61,-40,-57
2,1,-61,-40,-52
2,1,-56,-40,-52
2,1,-56,-40,-57
2,1,-65,-40,-57
2,1,-65,-55,-57
2,1,-65,-55,-56
2,1,-71,-55,-56
2,1,-71,-69,-56
2,1,-71,-69,-56
2,1,-82,-69,-56
2,1,-82,-40,-56
2,1,-71,-40,-56
2,1,-71,-69,-56
2,1,-80,-69,-56
2,1,-80,-55,-56
2,1,-56,-55,-56
2,1,-56,-55,-53
2,1,-56,-69,-53
2,1,-69,-69,-53
2,1,-69,-69,-42
2,1,-69,-41,-42
2,1,-69,-51,-42
2,1,-61,-51,-42
2,1,-61,-51,-56
2,1,-66,-51,-56
2,1,-66,-65,-56
2,1,-74,-65,-56
2,1,-80,-65,-56
2,1,-80,-52,-56
2,1,-80,-52,-34
2,1,-61,-52,-34
2,1,-61,-54,-34
2,1,-60,-54,-34
2,1,-60,-54,-41
2,1,-60,-41,-41
2,1,-60,-66,-41
2,1,-73,-66,-41
2,1,-73,-66,-55
2,1,-73,-55,-55
2,1,-72,-55,-55
2,1,-72,-56,-55
2,1,-73,-56,-55
2,1,-73,-56,-53
2,1,-73,-40,-53
2,1,-73,-40,-42
2,1,-73,-40,-42
2,1,-73,-40,-42
2,1,-56,-40,-42
2,1,-56,-40,-56
2,1,-56,-51,-56
2,1,-61,-51,-56
2,1,-61,-51,-38
2,1,-61,-54,-38
2,1,-57,-54,-38
2,1,-57,-54,-46
2,1,-57,-65,-46
2,1,-74,-65,-46
2,1,-74,-65,-53
2,1,-74,-40,-53
2,1,-79,-40,-53
2,1,-79,-40,-38
2,1,-69,-40,-38
2,1,-69,-40,-42
2,1,-56,-40,-42
2,1,-56,-40,-56
2,1,-69,-40,-56
2,1,-69,-40,-53
2,1,-69,-41,-53
2,1,-62,-41,-53
2,1,-62,-41,-55
2,1,-57,-41,-55
2,1,-57,-41,-52
2,1,-57,-40,-52
2,1,-57,-40,-56
2,1,-57,-50,-56
2,1,-70,-50,-56
2,1,-70,-50,-38
2,1,-70,-68,-38
2,1,-74,-68,-38
2,1,-74,-65,-38
2,1,-74,-65,-43
2,1,-74,-53,-43
2,1,-62,-53,-43
2,1,-62,-53,-56
2,1,-62,-50,-56
2,1,-72,-50,-56
2,1,-72,-50,-52
2,1,-72,-68,-52
2,1,-72,-68,-56
2,1,-72,-63,-56
2,1,-72,-63,-56
2,1,-72,-63,-38
2,1,-72,-54,-38
2,1,-72,-54,-42
2,1,-72,-54,-56
2,1,-72,-54,-56
2,1,-72,-63,-56
2,1,-89,-63,-56
2,1,-89,-63,-53
2,1,-89,-40,-53
2,1,-89,-40,-56
2,1,-56,-40,-56
2,1,-56,-41,-56
2,1,-74,-41,-56
2,1,-74,-41,-43
2,1,-70,-41,-43
2,1,-70,-40,-43
2,1,-57,-40,-43
2,1,-57,-68,-43
2,1,-73,-68,-43
2,1,-73,-54,-43
2,1,-72,-54,-43
2,1,-72,-54,-56
2,1,-72,-54,-56
2,1,-72,-54,-55
2,1,-72,-55,-55
2,1,-73,-55,-55
2,1,-73,-55,-56
2,1,-73,-66,-56
2,1,-58,-66,-56
2,1,-58,-70,-56
2,1,-61,-70,-56
2,1,-61,-70,-56
2,1,-61,-52,-56
2,1,-61,-52,-34
2,1,-61,-54,-34
2,1,-60,-54,-34
2,1,-60,-54,-56
2,1,-57,-54,-56
2,1,-57,-54,-56
2,1,-57,-54,-56
2,1,-61,-54,-56
2,1,-61,-54,-56
2,1,-69,-54,-56
2,1,-69,-54,-56
2,1,-69,-54,-57
2,1,-69,-41,-57
2,1,-69,-41,-53
2,1,-69,-69,-53
2,1,-69,-69,-57
2,1,-69,-69,-57
2,1,-69,-53,-57
2,1,-61,-53,-57
2,1,-61,-55,-57
2,1,-80,-55,-57
2,1,-80,-53,-57
2,1,-80,-53,-44
2,1,-80,-55,-44
2,1,-80,-67,-44
2,1,-80,-67,-57
2,1,-56,-67,-57
2,1,-56,-67,-58
2,1,-56,-40,-58
2,1,-56,-40,-44
2,1,-56,-52,-44
2,1,-56,-51,-44
2,1,-69,-51,-44
2,1,-69,-52,-44
2,1,-69,-41,-44
2,1,-69,-41,-46
2,1,-70,-41,-46
2,1,-70,-47,-46
2,1,-73,-47,-46
2,1,-73,-47,-58
2,1,-83,-47,-58
2,1,-83,-47,-38
2,1,-83,-61,-38
2,1,-83,-61,-58
2,1,-75,-61,-58
2,1,-75,-42,-58
2,1,-75,-42,-45
2,1,-75,-42,-45
2,1,-75,-47,-45
2,1,-75,-47,-58
2,1,-82,-47,-58
2,1,-55,-47,-58
2,1,-75,-47,-58
2,1,-75,-62,-58
2,1,-75,-62,-45
2,1,-75,-53,-45
2,1,-75,-53,-53
2,1,-75,-66,-53
2,1,-75,-66,-53
2,1,-72,-66,-53
2,1,-72,-66,-58
2,1,-75,-66,-58
2,1,-75,-41,-58
2,1,-75,-41,-58
2,1,-55,-41,-58
2,1,-55,-62,-58
2,1,-55,-62,-45
2,1,-55,-52,-45
2,1,-55,-52,-52
2,1,-71,-52,-52
2,1,-71,-52,-57
2,1,-71,-53,-57
2,1,-71,-53,-38
2,1,-71,-41,-38
2,1,-75,-41,-38
2,1,-75,-68,-38
2,1,-75,-68,-44
2,1,-81,-68,-44
2,1,-81,-41,-44
2,1,-81,-41,-57
2,1,-61,-41,-57
2,1,-61,-69,-57
2,1,-61,-69,-57
2,1,-56,-69,-57
2,1,-56,-69,-52
2,1,-56,-53,-52
2,1,-56,-53,-56
2,1,-74,-53,-56
2,1,-74,-55,-56
2,1,-74,-55,-53
2,1,-81,-55,-53
2,1,-81,-69,-53
2,1,-74,-69,-53
2,1,-74,-69,-38
2,1,-70,-69,-38
2,1,-70,-69,-42
2,1,-71,-69,-42
2,1,-69,-69,-42
2,1,-69,-69,-56
2,1,-69,-63,-56
2,1,-74,-63,-56
2,1,-74,-54,-56
2,1,-74,-54,-42
2,1,-82,-54,-42
2,1,-82,-54,-44
2,1,-73,-54,-44
2,1,-73,-54,-52
2,1,-73,-54,-52
2,1,-80,-54,-52
2,1,-80,-54,-44
2,1,-80,-50,-44
2,1,-73,-50,-44
2,1,-73,-53,-44
2,1,-83,-53,-44
2,1,-83,-53,-44
2,1,-56,-53,-44
2,1,-56,-62,-44
2,1,-56,-67,-44
2,1,-71,-67,-44
2,1,-71,-48,-44
2,1,-71,-48,-58
2,1,-56,-48,-58
2,1,-56,-62,-58
2,1,-56,-52,-58
2,1,-56,-52,-58
2,1,-79,-52,-58
2,1,-55,-52,-58
2,1,-55,-41,-58
2,1,-55,-41,-53
2,1,-62,-41,-53
2,1,-62,-53,-53
2,1,-62,-53,-59
2,1,-71,-53,-59
2,1,-71,-54,-59
2,1,-71,-54,-59
2,1,-71,-54,-54
2,1,-56,-54,-54
2,1,-76,-54,-54
2,1,-76,-52,-54
2,1,-76,-52,-41
2,1,-71,-52,-41
2,1,-71,-52,-62
2,1,-71,-52,-48
2,1,-70,-52,-48
2,1,-70,-55,-48
2,1,-70,-55,-60
2,1,-69,-55,-60
2,1,-69,-49,-60
2,1,-69,-49,-63
2,1,-70,-49,-63
2,1,-70,-55,-63
2,1,-70,-55,-47
2,1,-67,-55,-47
2,1,-67,-55,-58
2,1,-71,-55,-58
2,1,-71,-41,-58
2,1,-71,-43,-58
2,1,-71,-43,-58
2,1,-56,-43,-58
2,1,-56,-43,-55
2,1,-56,-41,-55
2,1,-52,-41,-55
2,1,-52,-41,-63
2,1,-52,-59,-63
2,1,-52,-59,-55
2,1,-52,-41,-55
2,1,-67,-41,-55
2,1,-69,-41,-55
2,1,-69,-55,-55
2,1,-67,-55,-55
2,1,-67,-55,-57
2,1,-67,-57,-57
2,1,-70,-57,-57
