x,y,11,12,13
2,2,-59,-57,-45
2,2,-59,-57,-63
2,2,-59,-57,-65
2,2,-59,-61,-65
2,2,-59,-56,-65
2,2,-59,-56,-65
2,2,-59,-47,-65
2,2,-56,-47,-65
2,2,-56,-57,-65
2,2,-60,-57,-65
2,2,-60,-57,-51
2,2,-60,-47,-51
2,2,-56,-47,-51
2,2,-56,-47,-61
2,2,-56,-55,-61
2,2,-59,-55,-61
2,2,-59,-47,-61
2,2,-54,-47,-61
2,2,-54,-47,-61
2,2,-54,-57,-61
2,2,-44,-57,-61
2,2,-44,-57,-45
2,2,-44,-57,-45
2,2,-44,-42,-45
2,2,-55,-42,-45
2,2,-55,-42,-60
2,2,-59,-42,-60
2,2,-59,-42,-60
2,2,-59,-57,-60
2,2,-55,-57,-60
2,2,-50,-57,-60
2,2,-50,-57,-60
2,2,-50,-56,-60
2,2,-40,-56,-60
2,2,-40,-56,-60
2,2,-40,-57,-60
2,2,-59,-57,-60
2,2,-59,-57,-60
2,2,-40,-57,-60
2,2,-40,-57,-60
2,2,-44,-57,-60
2,2,-44,-57,-60
2,2,-44,-57,-60
2,2,-44,-57,-61
2,2,-44,-44,-61
2,2,-54,-44,-61
2,2,-54,-44,-45
2,2,-54,-56,-45
2,2,-43,-56,-45
2,2,-43,-56,-46
2,2,-43,-61,-46
2,2,-41,-61,-46
2,2,-41,-61,-66
2,2,-56,-61,-66
2,2,-56,-61,-61
2,2,-56,-52,-61
2,2,-55,-52,-61
2,2,-55,-43,-61
2,2,-59,-43,-61
2,2,-59,-43,-60
2,2,-59,-61,-60
2,2,-43,-61,-60
2,2,-43,-61,-61
2,2,-43,-43,-61
2,2,-60,-43,-61
2,2,-60,-43,-45
2,2,-55,-43,-45
2,2,-55,-43,-60
2,2,-56,-43,-60
2,2,-56,-43,-61
2,2,-56,-47,-61
2,2,-55,-47,-61
2,2,-55,-47,-60
2,2,-55,-43,-60
2,2,-58,-43,-60
2,2,-58,-43,-46
2,2,-58,-41,-46
2,2,-55,-41,-46
2,2,-55,-41,-45
2,2,-59,-41,-45
2,2,-59,-41,-61
2,2,-59,-57,-61
2,2,-59,-57,-61
2,2,-59,-41,-61
2,2,-59,-41,-60
2,2,-59,-60,-60
2,2,-55,-60,-60
2,2,-55,-57,-60
2,2,-40,-57,-60
2,2,-40,-57,-64
2,2,-40,-61,-64
2,2,-40,-61,-64
2,2,-40,-61,-59
2,2,-40,-56,-59
2,2,-41,-56,-59
2,2,-41,-56,-64
2,2,-46,-56,-64
2,2,-46,-47,-64
2,2,-46,-47,-62
2,2,-59,-47,-62
2,2,-59,-43,-62
2,2,-59,-43,-65
2,2,-44,-43,-65
2,2,-44,-41,-65
2,2,-44,-41,-59
2,2,-45,-41,-59
2,2,-45,-61,-59
2,2,-45,-61,-50
2,2,-55,-61,-50
2,2,-55,-56,-50
2,2,-55,-56,-59
2,2,-55,-56,-59
2,2,-55,-43,-59
2,2,-55,-43,-65
2,2,-55,-57,-65
2,2,-55,-57,-60
2,2,-54,-57,-60
2,2,-54,-47,-60
2,2,-54,-47,-65
2,2,-54,-47,-60
2,2,-41,-47,-60
2,2,-41,-47,-60
2,2,-44,-47,-60
2,2,-44,-56,-60
2,2,-44,-56,-61
2,2,-44,-56,-45
2,2,-44,-56,-45
2,2,-44,-41,-45
2,2,-44,-41,-60
2,2,-44,-44,-60
2,2,-44,-44,-66
2,2,-44,-41,-66
2,2,-59,-41,-66
2,2,-59,-41,-45
2,2,-59,-57,-45
2,2,-59,-57,-63
2,2,-59,-61,-63
2,2,-44,-61,-63
2,2,-44,-61,-60
2,2,-44,-43,-60
2,2,-44,-43,-65
2,2,-44,-47,-65
2,2,-45,-47,-65
2,2,-45,-47,-60
2,2,-45,-43,-60
2,2,-45,-43,-60
2,2,-45,-46,-60
2,2,-45,-46,-65
2,2,-45,-43,-65
2,2,-43,-43,-65
2,2,-43,-43,-61
2,2,-43,-47,-61
2,2,-42,-47,-61
2,2,-42,-47,-60
2,2,-42,-47,-60
2,2,-42,-47,-60
2,2,-42,-47,-65
2,2,-42,-43,-65
2,2,-45,-43,-65
2,2,-59,-43,-65
2,2,-59,-43,-66
2,2,-59,-58,-66
2,2,-59,-58,-59
2,2,-59,-47,-59
2,2,-59,-47,-60
2,2,-54,-47,-60
2,2,-54,-47,-63
2,2,-45,-47,-63
2,2,-45,-61,-63
2,2,-45,-61,-61
2,2,-41,-61,-61
2,2,-41,-55,-61
2,2,-41,-55,-50
2,2,-59,-55,-50
2,2,-59,-47,-50
2,2,-59,-47,-61
2,2,-41,-47,-61
2,2,-41,-56,-61
2,2,-44,-56,-61
2,2,-44,-61,-61
2,2,-44,-57,-61
2,2,-44,-57,-45
2,2,-44,-41,-45
2,2,-54,-41,-45
2,2,-54,-41,-61
2,2,-54,-58,-61
2,2,-45,-58,-61
2,2,-45,-61,-61
2,2,-54,-61,-61
2,2,-54,-61,-60
2,2,-55,-61,-60
2,2,-55,-61,-66
2,2,-55,-61,-66
2,2,-55,-61,-60
2,2,-55,-57,-60
2,2,-44,-57,-60
2,2,-44,-47,-60
2,2,-55,-47,-60
2,2,-55,-47,-46
2,2,-55,-57,-46
2,2,-59,-57,-46
2,2,-59,-61,-46
2,2,-59,-47,-46
2,2,-46,-47,-46
2,2,-46,-47,-46
2,2,-46,-56,-46
2,2,-46,-56,-64
2,2,-55,-56,-64
2,2,-55,-48,-64
2,2,-55,-48,-64
2,2,-44,-48,-64
2,2,-44,-41,-64
2,2,-45,-41,-64
2,2,-45,-43,-64
2,2,-45,-43,-45
2,2,-44,-43,-45
2,2,-44,-43,-49
2,2,-44,-61,-49
2,2,-44,-61,-45
2,2,-55,-61,-45
2,2,-55,-41,-45
2,2,-44,-41,-45
2,2,-44,-43,-45
2,2,-44,-43,-45
2,2,-40,-43,-45
2,2,-40,-41,-45
2,2,-40,-41,-49
2,2,-40,-61,-49
2,2,-40,-61,-60
2,2,-41,-61,-60
2,2,-41,-42,-60
2,2,-41,-42,-45
2,2,-44,-42,-45
2,2,-44,-47,-45
2,2,-44,-47,-45
2,2,-44,-57,-45
2,2,-44,-57,-60
2,2,-59,-57,-60
2,2,-59,-61,-60
2,2,-59,-61,-64
2,2,-59,-57,-64
2,2,-56,-57,-64
2,2,-56,-57,-45
2,2,-55,-57,-45
2,2,-55,-41,-45
2,2,-55,-41,-60
2,2,-45,-41,-60
2,2,-45,-57,-60
2,2,-45,-57,-46
2,2,-54,-57,-46
2,2,-54,-57,-46
2,2,-54,-57,-49
2,2,-54,-57,-45
2,2,-60,-57,-45
2,2,-60,-56,-45
2,2,-60,-56,-45
2,2,-60,-57,-45
2,2,-60,-57,-45
2,2,-60,-61,-45
2,2,-60,-61,-50
2,2,-60,-57,-50
2,2,-60,-57,-61
2,2,-60,-61,-61
2,2,-60,-61,-50
2,2,-60,-57,-50
2,2,-60,-57,-45
2,2,-45,-57,-45
2,2,-45,-61,-45
2,2,-45,-61,-45
2,2,-41,-61,-45
2,2,-41,-56,-45
2,2,-41,-56,-50
2,2,-41,-56,-50
2,2,-41,-61,-50
2,2,-41,-61,-46
2,2,-45,-61,-46
2,2,-45,-61,-49
2,2,-45,-61,-49
2,2,-45,-47,-49
2,2,-45,-47,-45
2,2,-44,-47,-45
2,2,-44,-56,-45
2,2,-44,-56,-45
2,2,-44,-56,-45
2,2,-41,-56,-45
2,2,-41,-56,-60
2,2,-41,-56,-60
2,2,-41,-58,-60
2,2,-41,-58,-60
2,2,-41,-58,-45
2,2,-41,-61,-45
2,2,-55,-61,-45
2,2,-55,-57,-45
2,2,-41,-57,-45
2,2,-41,-57,-45
2,2,-41,-47,-45
2,2,-41,-47,-65
2,2,-41,-43,-65
2,2,-40,-43,-65
2,2,-40,-43,-50
2,2,-40,-43,-50
2,2,-40,-47,-50
2,2,-40,-47,-45
2,2,-59,-47,-45
2,2,-59,-55,-45
2,2,-59,-55,-60
2,2,-59,-47,-60
2,2,-45,-47,-60
2,2,-41,-47,-60
2,2,-41,-47,-45
2,2,-41,-47,-45
2,2,-44,-47,-45
2,2,-44,-47,-45
2,2,-55,-47,-45
2,2,-55,-47,-50
2,2,-55,-47,-50
2,2,-45,-47,-50
2,2,-45,-47,-45
2,2,-45,-41,-45
2,2,-56,-41,-45
2,2,-56,-41,-45
2,2,-44,-41,-45
2,2,-44,-41,-61
2,2,-41,-41,-61
2,2,-41,-41,-45
2,2,-41,-47,-45
2,2,-44,-47,-45
2,2,-44,-47,-45
2,2,-44,-43,-45
2,2,-45,-43,-45
2,2,-45,-43,-45
2,2,-45,-47,-45
2,2,-45,-47,-45
2,2,-40,-47,-45
2,2,-40,-57,-45
2,2,-40,-57,-45
2,2,-45,-57,-45
2,2,-45,-41,-45
2,2,-45,-41,-50
2,2,-44,-41,-50
2,2,-44,-47,-50
2,2,-44,-47,-60
2,2,-44,-47,-60
2,2,-55,-47,-60
2,2,-55,-47,-45
2,2,-55,-41,-45
2,2,-41,-41,-45
2,2,-41,-41,-51
2,2,-41,-61,-51
2,2,-56,-61,-51
2,2,-56,-61,-60
2,2,-56,-42,-60
2,2,-56,-43,-60
2,2,-56,-43,-45
2,2,-45,-43,-45
2,2,-45,-41,-45
2,2,-45,-43,-45
2,2,-41,-43,-45
2,2,-41,-43,-58
2,2,-45,-43,-58
2,2,-45,-57,-58
2,2,-45,-57,-59
2,2,-44,-57,-59
2,2,-44,-57,-45
2,2,-55,-57,-45
2,2,-55,-57,-60
2,2,-55,-61,-60
2,2,-41,-61,-60
2,2,-41,-57,-60
2,2,-41,-57,-60
2,2,-41,-57,-50
2,2,-41,-57,-50
2,2,-41,-57,-60
2,2,-41,-61,-60
2,2,-41,-61,-46
2,2,-41,-61,-49
2,2,-40,-61,-49
2,2,-40,-56,-49
2,2,-40,-56,-64
2,2,-40,-61,-64
2,2,-58,-61,-64
2,2,-58,-43,-64
2,2,-41,-43,-64
2,2,-41,-43,-45
2,2,-41,-56,-45
2,2,-41,-56,-46
2,2,-44,-56,-46
2,2,-44,-57,-46
2,2,-44,-57,-64
2,2,-55,-57,-64
2,2,-55,-61,-64
2,2,-55,-61,-60
2,2,-54,-61,-60
2,2,-54,-44,-60
2,2,-54,-44,-60
2,2,-59,-44,-60
2,2,-59,-61,-60
2,2,-59,-61,-60
2,2,-40,-61,-60
2,2,-40,-41,-60
2,2,-40,-41,-59
2,2,-59,-41,-59
2,2,-59,-41,-49
2,2,-59,-56,-49
2,2,-59,-56,-46
2,2,-59,-57,-46
2,2,-44,-57,-46
2,2,-44,-56,-46
2,2,-44,-56,-60
2,2,-55,-56,-60
2,2,-55,-48,-60
2,2,-55,-48,-45
2,2,-45,-48,-45
2,2,-45,-61,-45
2,2,-45,-57,-45
2,2,-45,-47,-45
2,2,-45,-47,-49
2,2,-40,-47,-49
2,2,-40,-41,-49
2,2,-44,-41,-49
2,2,-44,-41,-45
2,2,-55,-41,-45
2,2,-55,-57,-45
2,2,-55,-57,-64
2,2,-55,-57,-60
2,2,-41,-57,-60
2,2,-46,-57,-60
2,2,-46,-57,-60
2,2,-41,-57,-60
2,2,-41,-47,-60
2,2,-41,-47,-46
2,2,-55,-47,-46
2,2,-55,-56,-46
2,2,-55,-56,-61
2,2,-40,-56,-61
2,2,-40,-47,-61
2,2,-40,-47,-64
2,2,-55,-47,-64
2,2,-55,-56,-64
2,2,-55,-56,-64
2,2,-43,-56,-64
2,2,-43,-56,-60
2,2,-54,-56,-60
2,2,-54,-57,-60
2,2,-54,-43,-60
2,2,-54,-43,-61
2,2,-41,-43,-61
2,2,-41,-42,-61
2,2,-41,-42,-45
2,2,-45,-42,-45
2,2,-45,-42,-64
2,2,-45,-56,-64
2,2,-45,-43,-64
2,2,-56,-43,-64
2,2,-56,-43,-65
2,2,-56,-57,-65
2,2,-56,-57,-65
2,2,-56,-57,-50
2,2,-56,-62,-50
2,2,-41,-62,-50
2,2,-41,-62,-45
2,2,-41,-43,-45
2,2,-41,-43,-45
2,2,-41,-43,-51
2,2,-41,-63,-51
2,2,-41,-63,-46
2,2,-40,-63,-46
2,2,-40,-57,-46
2,2,-40,-57,-66
2,2,-40,-57,-66
2,2,-40,-63,-66
2,2,-45,-63,-66
2,2,-45,-63,-45
2,2,-41,-63,-45
2,2,-41,-63,-45
2,2,-41,-63,-45
2,2,-44,-63,-45
2,2,-44,-43,-45
2,2,-41,-43,-45
2,2,-41,-43,-61
2,2,-41,-49,-61
2,2,-59,-49,-61
2,2,-58,-49,-61
2,2,-58,-49,-49
2,2,-58,-58,-49
2,2,-40,-58,-49
2,2,-40,-58,-60
2,2,-40,-63,-60
2,2,-59,-63,-60
2,2,-59,-57,-60
2,2,-41,-57,-60
2,2,-41,-57,-60
2,2,-58,-57,-60
2,2,-58,-57,-50
2,2,-58,-56,-50
2,2,-41,-56,-50
2,2,-41,-56,-62
2,2,-41,-64,-62
2,2,-41,-64,-50
2,2,-41,-57,-50
2,2,-40,-57,-50
2,2,-40,-57,-45
2,2,-40,-63,-45
2,2,-44,-63,-45
2,2,-44,-63,-65
2,2,-44,-56,-65
2,2,-44,-57,-65
2,2,-41,-57,-65
2,2,-41,-42,-65
2,2,-59,-42,-65
2,2,-59,-42,-65
2,2,-59,-57,-65
2,2,-55,-57,-65
2,2,-55,-57,-46
2,2,-55,-56,-46
2,2,-45,-56,-46
2,2,-45,-56,-45
2,2,-45,-43,-45
2,2,-44,-43,-45
2,2,-44,-43,-61
2,2,-55,-43,-61
2,2,-44,-43,-61
2,2,-44,-48,-61
2,2,-59,-48,-61
2,2,-59,-63,-61
2,2,-44,-63,-61
2,2,-44,-63,-45
2,2,-46,-63,-45
2,2,-46,-63,-60
2,2,-59,-63,-60
2,2,-59,-63,-61
2,2,-59,-63,-61
2,2,-56,-63,-61
2,2,-56,-63,-60
2,2,-56,-41,-60
2,2,-46,-41,-60
2,2,-46,-41,-60
2,2,-46,-57,-60
2,2,-59,-57,-60
2,2,-59,-57,-45
2,2,-59,-40,-45
2,2,-42,-40,-45
2,2,-41,-40,-45
2,2,-41,-40,-61
2,2,-41,-56,-61
2,2,-55,-56,-61
2,2,-55,-56,-61
2,2,-55,-48,-61
2,2,-41,-48,-61
2,2,-41,-48,-45
2,2,-41,-55,-45
2,2,-55,-55,-45
2,2,-55,-55,-45
2,2,-55,-55,-45
2,2,-55,-62,-45
2,2,-55,-62,-46
2,2,-55,-57,-46
2,2,-58,-57,-46
2,2,-58,-57,-60
2,2,-58,-62,-60
2,2,-45,-62,-60
2,2,-45,-62,-59
2,2,-41,-62,-59
2,2,-41,-62,-60
2,2,-41,-48,-60
2,2,-55,-48,-60
2,2,-55,-48,-49
2,2,-55,-57,-49
2,2,-41,-57,-49
2,2,-41,-57,-60
2,2,-55,-57,-60
2,2,-55,-57,-50
2,2,-55,-56,-50
2,2,-54,-56,-50
2,2,-40,-56,-50
2,2,-40,-56,-61
2,2,-40,-43,-61
2,2,-40,-43,-60
2,2,-40,-48,-60
2,2,-40,-48,-45
2,2,-40,-41,-45
2,2,-41,-41,-45
2,2,-41,-41,-66
2,2,-41,-58,-66
2,2,-44,-58,-66
2,2,-44,-58,-60
2,2,-44,-58,-61
2,2,-44,-56,-61
2,2,-55,-56,-61
2,2,-55,-56,-49
2,2,-55,-48,-49
2,2,-59,-48,-49
2,2,-59,-48,-46
2,2,-59,-56,-46
2,2,-55,-56,-46
2,2,-55,-62,-46
2,2,-54,-62,-46
2,2,-54,-62,-61
2,2,-54,-62,-63
2,2,-54,-62,-60
2,2,-54,-43,-60
2,2,-55,-43,-60
2,2,-59,-43,-60
2,2,-41,-43,-60
2,2,-41,-43,-65
2,2,-41,-62,-65
2,2,-44,-62,-65
2,2,-44,-62,-60
2,2,-44,-57,-60
2,2,-58,-57,-60
2,2,-58,-56,-60
2,2,-58,-56,-60
2,2,-58,-48,-60
2,2,-58,-48,-61
2,2,-58,-41,-61
2,2,-42,-41,-61
2,2,-42,-41,-66
2,2,-42,-62,-66
2,2,-44,-62,-66
2,2,-44,-41,-66
2,2,-41,-41,-66
2,2,-41,-41,-64
2,2,-41,-57,-64
2,2,-41,-62,-64
2,2,-41,-62,-61
2,2,-41,-56,-61
2,2,-56,-56,-61
2,2,-56,-56,-66
2,2,-56,-48,-66
2,2,-55,-48,-66
2,2,-55,-48,-46
2,2,-55,-43,-46
2,2,-55,-43,-46
2,2,-55,-43,-49
2,2,-55,-48,-49
2,2,-59,-48,-49
2,2,-59,-48,-45
2,2,-42,-48,-45
2,2,-42,-48,-61
2,2,-42,-62,-61
2,2,-58,-62,-61
2,2,-58,-62,-45
2,2,-45,-62,-45
2,2,-45,-62,-45
2,2,-45,-41,-45
2,2,-59,-41,-45
2,2,-56,-41,-45
2,2,-56,-58,-45
2,2,-55,-58,-45
2,2,-55,-55,-45
2,2,-60,-55,-45
2,2,-60,-43,-45
2,2,-60,-43,-61
2,2,-54,-43,-61
2,2,-54,-57,-61
2,2,-54,-57,-59
2,2,-55,-57,-59
2,2,-55,-56,-59
2,2,-55,-56,-45
2,2,-44,-56,-45
2,2,-44,-43,-45
2,2,-44,-43,-46
2,2,-55,-43,-46
2,2,-55,-56,-46
2,2,-55,-56,-60
2,2,-41,-56,-60
2,2,-41,-56,-61
2,2,-59,-56,-61
2,2,-59,-56,-45
2,2,-59,-40,-45
2,2,-55,-40,-45
2,2,-55,-44,-45
2,2,-55,-44,-61
2,2,-45,-44,-61
2,2,-45,-44,-50
2,2,-54,-44,-50
2,2,-54,-44,-50
2,2,-55,-44,-50
2,2,-55,-62,-50
2,2,-55,-56,-50
2,2,-41,-56,-50
2,2,-41,-57,-50
2,2,-41,-57,-50
2,2,-41,-57,-60
2,2,-43,-57,-60
2,2,-43,-62,-60
2,2,-43,-62,-50
2,2,-54,-62,-50
2,2,-54,-55,-50
2,2,-54,-55,-62
2,2,-44,-55,-62
2,2,-44,-62,-62
2,2,-44,-62,-55
2,2,-55,-62,-55
2,2,-55,-55,-55
2,2,-55,-43,-55
2,2,-55,-43,-65
2,2,-41,-43,-65
2,2,-45,-43,-65
2,2,-45,-57,-65
2,2,-45,-57,-64
2,2,-59,-57,-64
2,2,-59,-41,-64
2,2,-59,-41,-45
2,2,-59,-57,-45
2,2,-59,-57,-51
2,2,-40,-57,-51
2,2,-40,-62,-51
2,2,-40,-62,-45
2,2,-40,-43,-45
2,2,-40,-43,-64
2,2,-40,-62,-64
2,2,-40,-62,-61
2,2,-44,-62,-61
2,2,-44,-44,-61
2,2,-55,-44,-61
2,2,-55,-44,-63
2,2,-58,-44,-63
2,2,-58,-43,-63
2,2,-58,-43,-46
2,2,-44,-43,-46
2,2,-44,-57,-46
2,2,-45,-57,-46
2,2,-45,-55,-46
2,2,-45,-55,-50
2,2,-44,-55,-50
2,2,-44,-57,-50
2,2,-44,-57,-60
2,2,-55,-57,-60
2,2,-55,-41,-60
2,2,-55,-41,-45
2,2,-44,-41,-45
2,2,-44,-59,-45
2,2,-44,-59,-60
2,2,-55,-59,-60
2,2,-55,-40,-60
2,2,-58,-40,-60
2,2,-58,-43,-60
2,2,-55,-43,-60
2,2,-55,-56,-60
2,2,-55,-56,-65
2,2,-55,-57,-65
2,2,-55,-57,-60
2,2,-55,-57,-60
2,2,-55,-63,-60
2,2,-55,-63,-61
2,2,-59,-63,-61
2,2,-59,-63,-50
2,2,-55,-63,-50
2,2,-55,-41,-50
2,2,-55,-41,-46
2,2,-59,-41,-46
2,2,-59,-48,-46
2,2,-41,-48,-46
2,2,-41,-56,-46
2,2,-41,-56,-46
2,2,-55,-56,-46
2,2,-55,-48,-46
2,2,-55,-48,-45
2,2,-55,-57,-45
2,2,-55,-57,-50
2,2,-55,-62,-50
2,2,-58,-62,-50
2,2,-58,-41,-50
2,2,-58,-41,-60
2,2,-54,-41,-60
2,2,-54,-57,-60
2,2,-54,-57,-60
2,2,-44,-57,-60
2,2,-44,-62,-60
2,2,-44,-56,-60
2,2,-44,-56,-60
2,2,-55,-56,-60
2,2,-55,-56,-61
2,2,-54,-56,-61
2,2,-54,-48,-61
2,2,-54,-48,-60
2,2,-45,-48,-60
2,2,-45,-41,-60
2,2,-45,-41,-45
2,2,-45,-43,-45
2,2,-45,-43,-66
2,2,-55,-43,-66
2,2,-55,-41,-66
2,2,-55,-41,-46
2,2,-59,-41,-46
2,2,-59,-43,-46
2,2,-59,-43,-49
2,2,-59,-48,-49
2,2,-44,-48,-49
2,2,-44,-41,-49
2,2,-44,-41,-65
2,2,-44,-62,-65
2,2,-44,-62,-62
2,2,-44,-55,-62
2,2,-40,-55,-62
2,2,-40,-55,-65
2,2,-40,-62,-65
2,2,-44,-62,-65
2,2,-44,-62,-60
2,2,-44,-58,-60
2,2,-44,-58,-60
2,2,-44,-62,-60
2,2,-44,-62,-60
2,2,-44,-62,-61
2,2,-44,-57,-61
2,2,-44,-57,-61
2,2,-44,-57,-46
2,2,-44,-56,-46
2,2,-58,-56,-46
2,2,-58,-56,-60
2,2,-58,-43,-60
2,2,-58,-43,-46
2,2,-45,-43,-46
2,2,-45,-40,-46
2,2,-54,-40,-46
2,2,-54,-62,-46
2,2,-54,-62,-60
2,2,-56,-62,-60
2,2,-56,-41,-60
2,2,-56,-41,-45
2,2,-56,-48,-45
2,2,-56,-48,-45
2,2,-42,-48,-45
2,2,-42,-41,-45
2,2,-42,-41,-45
2,2,-54,-41,-45
2,2,-54,-62,-45
2,2,-59,-62,-45
2,2,-59,-62,-61
2,2,-55,-62,-61
2,2,-55,-62,-61
2,2,-55,-62,-61
2,2,-55,-57,-61
2,2,-55,-57,-45
2,2,-55,-62,-45
2,2,-55,-62,-61
2,2,-55,-56,-61
2,2,-55,-56,-61
2,2,-55,-62,-61
2,2,-55,-62,-46
2,2,-55,-57,-46
2,2,-46,-57,-46
2,2,-46,-57,-60
2,2,-46,-47,-60
2,2,-46,-47,-65
2,2,-55,-47,-65
2,2,-55,-47,-60
2,2,-55,-47,-60
2,2,-55,-47,-66
2,2,-45,-47,-66
2,2,-45,-40,-66
2,2,-46,-40,-66
2,2,-46,-48,-66
2,2,-46,-48,-65
2,2,-46,-56,-65
2,2,-46,-62,-65
2,2,-45,-62,-65
2,2,-45,-62,-64
2,2,-45,-43,-64
2,2,-41,-43,-64
2,2,-41,-43,-45
2,2,-55,-43,-45
2,2,-55,-56,-45
2,2,-55,-56,-46
2,2,-59,-56,-46
2,2,-46,-56,-46
2,2,-46,-55,-46
2,2,-46,-55,-60
2,2,-55,-55,-60
2,2,-55,-55,-46
2,2,-55,-40,-46
2,2,-42,-40,-46
2,2,-42,-57,-46
2,2,-55,-57,-46
2,2,-55,-57,-45
2,2,-55,-47,-45
2,2,-44,-47,-45
2,2,-44,-47,-65
2,2,-44,-47,-46
2,2,-44,-48,-46
2,2,-59,-48,-46
2,2,-59,-57,-46
2,2,-44,-57,-46
2,2,-44,-57,-65
2,2,-44,-62,-65
2,2,-44,-43,-65
2,2,-58,-43,-65
2,2,-58,-43,-65
2,2,-58,-43,-61
2,2,-58,-57,-61
2,2,-58,-57,-65
2,2,-58,-40,-65
2,2,-58,-48,-65
2,2,-55,-48,-65
2,2,-55,-56,-65
2,2,-55,-56,-65
2,2,-55,-56,-60
2,2,-55,-55,-60
2,2,-55,-55,-45
2,2,-44,-55,-45
2,2,-44,-48,-45
2,2,-44,-48,-65
2,2,-44,-56,-65
2,2,-58,-56,-65
2,2,-58,-43,-65
2,2,-58,-43,-60
2,2,-44,-43,-60
2,2,-44,-40,-60
2,2,-44,-40,-60
2,2,-41,-40,-60
2,2,-41,-43,-60
2,2,-41,-43,-61
2,2,-41,-62,-61
2,2,-41,-62,-60
2,2,-56,-62,-60
2,2,-56,-43,-60
2,2,-56,-43,-63
2,2,-45,-43,-63
2,2,-45,-56,-63
2,2,-45,-56,-45
2,2,-59,-56,-45
1,8,-72,-56,-53
1,8,-60,-56,-53
1,8,-60,-71,-53
1,8,-71,-71,-53
1,8,-71,-46,-53
1,8,-71,-46,-54
1,8,-71,-55,-54
1,8,-64,-55,-54
1,8,-64,-55,-40
1,8,-58,-55,-40
1,8,-58,-55,-45
1,8,-60,-55,-45
1,8,-60,-55,-40
1,8,-60,-57,-40
1,8,-60,-57,-54
1,8,-60,-61,-54
1,8,-60,-61,-54
1,8,-60,-61,-41
1,8,-60,-58,-41
1,8,-60,-58,-54
1,8,-60,-61,-54
1,8,-60,-61,-54
1,8,-60,-61,-60
1,8,-60,-57,-60
1,8,-58,-57,-60
1,8,-58,-57,-40
1,8,-58,-47,-40
1,8,-60,-47,-40
1,8,-60,-47,-46
1,8,-64,-47,-46
1,8,-64,-47,-40
1,8,-64,-47,-40
1,8,-71,-47,-40
1,8,-71,-47,-47
1,8,-71,-43,-47
1,8,-71,-57,-47
1,8,-65,-57,-47
1,8,-65,-57,-46
1,8,-65,-43,-46
1,8,-73,-43,-46
1,8,-73,-43,-55
1,8,-73,-61,-55
1,8,-65,-61,-55
1,8,-65,-61,-48
1,8,-65,-61,-55
1,8,-65,-60,-55
1,8,-65,-60,-62
1,8,-65,-60,-55
1,8,-65,-62,-55
1,8,-65,-56,-55
1,8,-65,-56,-39
1,8,-65,-57,-39
1,8,-65,-57,-62
1,8,-65,-69,-62
1,8,-65,-57,-62
1,8,-72,-57,-62
1,8,-72,-57,-61
1,8,-72,-46,-61
1,8,-45,-46,-61
1,8,-45,-46,-55
1,8,-45,-58,-55
1,8,-64,-58,-55
1,8,-64,-58,-40
1,8,-64,-61,-40
1,8,-64,-53,-40
1,8,-60,-53,-40
1,8,-60,-53,-54
1,8,-60,-61,-54
1,8,-64,-61,-54
1,8,-64,-61,-61
1,8,-64,-44,-61
1,8,-73,-44,-61
1,8,-73,-44,-41
1,8,-73,-63,-41
1,8,-63,-63,-41
1,8,-63,-47,-41
1,8,-46,-47,-41
1,8,-46,-47,-50
1,8,-46,-57,-50
1,8,-49,-57,-50
1,8,-49,-69,-50
1,8,-45,-69,-50
1,8,-45,-58,-50
1,8,-64,-58,-50
1,8,-64,-52,-50
1,8,-64,-52,-54
1,8,-64,-58,-54
1,8,-64,-58,-61
1,8,-64,-53,-61
1,8,-64,-62,-61
1,8,-64,-62,-47
1,8,-64,-57,-47
1,8,-49,-57,-47
1,8,-49,-57,-54
1,8,-49,-47,-54
1,8,-64,-47,-54
1,8,-64,-61,-54
1,8,-72,-61,-54
1,8,-72,-70,-54
1,8,-72,-70,-54
1,8,-72,-47,-54
1,8,-72,-47,-54
1,8,-72,-47,-40
1,8,-72,-71,-40
1,8,-60,-71,-40
1,8,-60,-71,-54
1,8,-60,-58,-54
1,8,-75,-58,-54
1,8,-75,-58,-46
1,8,-75,-70,-46
1,8,-46,-70,-46
1,8,-46,-70,-54
1,8,-46,-62,-54
1,8,-72,-62,-54
1,8,-72,-62,-61
1,8,-64,-62,-61
1,8,-64,-62,-61
1,8,-64,-58,-61
1,8,-46,-58,-61
1,8,-49,-58,-61
1,8,-49,-58,-46
1,8,-49,-43,-46
1,8,-60,-43,-46
1,8,-60,-43,-41
1,8,-60,-46,-41
1,8,-63,-46,-41
1,8,-63,-46,-40
1,8,-63,-58,-40
1,8,-63,-58,-40
1,8,-63,-55,-40
1,8,-63,-55,-57
1,8,-63,-49,-57
1,8,-74,-49,-57
1,8,-74,-49,-54
1,8,-74,-59,-54
1,8,-74,-59,-55
1,8,-74,-49,-55
1,8,-59,-49,-55
1,8,-59,-49,-62
1,8,-59,-47,-62
1,8,-65,-47,-62
1,8,-65,-47,-56
1,8,-73,-47,-56
1,8,-73,-47,-54
1,8,-73,-61,-54
1,8,-50,-61,-54
1,8,-50,-49,-54
1,8,-50,-49,-54
1,8,-50,-46,-54
1,8,-61,-46,-54
1,8,-61,-46,-56
1,8,-66,-46,-56
1,8,-66,-46,-61
1,8,-66,-50,-61
